review_id,student_id,instructor_id,course_id,review_text,review_date,rating_score,response_time,sentiment_label,region,device_type,completed_courses,satisfaction_score,full_name,country,experience_years,course_count,avg_response_time,title,category,language,duration_hours,level
124,1017,49,39,Great teaching style – the explanations were easy to follow.,6/13/2024,5,24.51,Positive,Europe,Desktop,4,5.0,Timothy Lewis,Paraguay,3,5,11.85,Fundamental grid-enabled structure,Language,German,33.8,Advanced
125,1178,70,19,I didn’t gain much from this course. It felt rushed and unstructured.,10/28/2024,1,59.28,Negative,South America,Mobile,9,4.0,Janice Perez,Cambodia,7,3,22.64,Diverse analyzing software,Data Science,French,1.8,Intermediate
126,1526,63,93,I appreciated the timely feedback and engaging content.,4/27/2025,5,52.07,Positive,Africa,Mobile,5,7.0,Samuel Johnson,Guernsey,13,4,47.27,Optional tangible product,Health,French,10.5,Advanced
127,2178,53,140,The instructor was very clear and made the course enjoyable.,12/25/2024,5,3.11,Positive,Asia,Mobile,15,8.0,Paige Glover,Bhutan,12,5,23.74,Organic bottom-line orchestration,Data Science,German,21.1,Advanced
128,2838,59,78,Neither bad nor great – just an average learning experience.,7/1/2024,3,7.84,Neutral,Europe,Mobile,20,7.0,Donald Levine,Montenegro,10,1,21.48,Decentralized eco-centric neural-net,Creative,English,24.6,Beginner
129,730,38,119,The feedback was delayed and often unhelpful.,11/15/2024,1,69.99,Negative,South America,Mobile,13,4.0,Kevin Sutton,Tonga,13,4,29.06,Synchronized grid-enabled strategy,Tech,German,19.1,Advanced
130,348,3,10,The instructor was hard to follow and rarely responded to questions.,11/23/2024,1,54.87,Negative,Africa,Mobile,10,7.0,Melissa Evans,Malta,9,4,37.82,Monitored exuding synergy,Data Science,Spanish,9.3,Advanced
131,215,32,88,The feedback was delayed and often unhelpful.,11/10/2024,2,61.89,Negative,North America,Mobile,17,4.0,Sophia Mendoza,Northern Mariana Islands,9,5,31.89,User-friendly explicit alliance,Data Science,German,15.6,Beginner
132,1330,13,119,Too fast-paced and lacked clear explanations.,11/7/2024,2,38.63,Negative,Asia,Desktop,6,7.0,Mr. Spencer Carrillo,Spain,1,4,42.39,Synchronized grid-enabled strategy,Tech,German,19.1,Advanced
133,528,36,79,Great teaching style – the explanations were easy to follow.,4/22/2025,5,35.96,Positive,Europe,Mobile,20,7.0,Timothy Holt,Denmark,4,2,12.34,Enterprise-wide interactive core,Data Science,French,38.6,Advanced
134,981,55,10,Not engaging at all. I struggled to stay focused throughout.,9/22/2024,1,64.63,Negative,Africa,Desktop,7,5.0,Randall Ballard,Sweden,7,1,39.14,Monitored exuding synergy,Data Science,Spanish,9.3,Advanced
135,2070,39,95,"Content was decent, but the delivery could have been better.",11/23/2024,3,53.04,Neutral,Asia,Mobile,4,6.0,Timothy Hatfield,Slovenia,4,1,12.59,Face-to-face client-driven definition,Health,Spanish,12.8,Beginner
136,2065,10,76,The course structure and delivery exceeded my expectations.,11/5/2024,4,45.66,Positive,Europe,Desktop,4,6.0,Joseph Kim Jr.,Netherlands,19,2,40.26,Function-based global software,Creative,French,11.0,Intermediate
137,687,61,8,The instructor was hard to follow and rarely responded to questions.,8/23/2024,1,40.45,Negative,North America,Desktop,2,4.0,Steven Jones,Brazil,8,4,35.54,Phased coherent ability,Business,Spanish,15.9,Intermediate
138,859,66,143,I appreciated the timely feedback and engaging content.,10/9/2024,4,56.4,Positive,Africa,Desktop,1,7.0,Amy Ball,Saint Pierre and Miquelon,12,5,17.61,Versatile grid-enabled synergy,Tech,German,16.9,Beginner
139,465,63,34,The instructor was very clear and made the course enjoyable.,7/3/2024,5,18.42,Positive,Africa,Desktop,8,4.0,Samuel Johnson,Guernsey,13,4,47.27,Automated analyzing software,Tech,German,19.9,Advanced
140,1777,49,109,Excellent pacing and real-world examples. Highly recommend!,6/10/2024,5,71.01,Positive,South America,Desktop,8,6.0,Timothy Lewis,Paraguay,3,5,11.85,Visionary cohesive complexity,Language,French,15.1,Beginner
141,1030,70,127,I appreciated the timely feedback and engaging content.,9/18/2024,5,21.43,Positive,North America,Mobile,12,9.0,Janice Perez,Cambodia,7,3,22.64,Triple-buffered optimizing intranet,Business,English,30.3,Intermediate
142,357,58,50,Too fast-paced and lacked clear explanations.,9/29/2024,2,66.97,Negative,Africa,Desktop,2,3.0,Deborah Gordon,Wallis and Futuna,8,3,21.83,Open-architected cohesive adapter,Tech,French,11.1,Advanced
143,120,53,45,"Decent course, though it lacked in-depth discussion.",3/25/2025,3,70.57,Neutral,North America,Mobile,13,7.0,Paige Glover,Bhutan,12,5,23.74,Cloned secondary flexibility,Health,Spanish,26.9,Beginner
144,127,60,42,Excellent pacing and real-world examples. Highly recommend!,1/13/2025,4,21.18,Positive,South America,Mobile,2,5.0,Ivan Stanley,San Marino,3,3,23.48,Upgradable national frame,Tech,Spanish,21.8,Beginner
145,2089,47,99,I appreciated the timely feedback and engaging content.,3/4/2025,5,16.01,Positive,South America,Mobile,19,5.0,Cristina Cole,Barbados,4,4,12.95,Universal didactic collaboration,Tech,German,23.1,Intermediate
146,2059,63,68,I didn’t gain much from this course. It felt rushed and unstructured.,2/23/2025,2,64.31,Negative,North America,Desktop,3,5.0,Samuel Johnson,Guernsey,13,4,47.27,Down-sized content-based pricing structure,Health,French,10.6,Intermediate
147,561,7,85,The instructor was hard to follow and rarely responded to questions.,5/28/2024,1,12.56,Negative,North America,Mobile,5,2.0,Sherry Smith,Liechtenstein,4,2,2.9,Versatile high-level help-desk,Creative,Spanish,37.2,Advanced
148,2390,1,91,Too fast-paced and lacked clear explanations.,6/21/2024,1,40.71,Negative,North America,Mobile,11,8.0,Jennifer Clements,Turks and Caicos Islands,4,2,37.08,Profound content-based encoding,Tech,German,24.1,Intermediate
149,2912,37,90,The feedback was delayed and often unhelpful.,11/28/2024,1,14.91,Negative,Asia,Mobile,12,5.0,Katherine Martinez,Wallis and Futuna,3,5,17.55,Operative 5thgeneration hierarchy,Health,French,8.7,Advanced
150,955,48,4,The course structure and delivery exceeded my expectations.,12/31/2024,5,13.76,Positive,Africa,Mobile,2,5.0,Kenneth Hernandez,Congo,13,4,32.77,Automated multimedia leverage,Language,English,14.1,Intermediate
151,2328,23,88,The feedback was delayed and often unhelpful.,5/12/2025,2,31.24,Negative,North America,Mobile,3,7.0,Emma Ramsey,Ecuador,14,2,14.19,User-friendly explicit alliance,Data Science,German,15.6,Beginner
152,1522,11,94,"Decent course, though it lacked in-depth discussion.",2/14/2025,3,7.17,Neutral,South America,Mobile,20,4.0,Sandra Wheeler,Paraguay,14,1,16.15,Managed zero administration database,Business,French,28.2,Advanced
153,2666,18,46,The instructor was very clear and made the course enjoyable.,6/26/2024,5,33.06,Positive,Europe,Mobile,10,7.0,Adam Henderson,Afghanistan,20,3,36.99,Polarized tangible groupware,Health,German,4.3,Intermediate
154,585,9,56,The instructor was very clear and made the course enjoyable.,3/18/2025,4,54.27,Positive,Asia,Desktop,1,4.0,Ryan Butler,Korea,3,1,42.42,Re-contextualized impactful challenge,Business,French,38.1,Advanced
155,886,75,146,Too fast-paced and lacked clear explanations.,3/9/2025,2,15.79,Negative,Asia,Desktop,4,4.0,Victoria Lynn,Georgia,18,3,22.38,Virtual full-range throughput,Language,Spanish,19.6,Advanced
156,2403,65,114,Neither bad nor great – just an average learning experience.,8/20/2024,3,70.6,Neutral,Asia,Desktop,10,3.0,Edgar Richards,Singapore,15,3,20.52,Fully-configurable real-time superstructure,Creative,English,21.3,Advanced
157,1345,13,42,The instructor was hard to follow and rarely responded to questions.,11/1/2024,2,34.17,Negative,Europe,Desktop,12,4.0,Mr. Spencer Carrillo,Spain,1,4,42.39,Upgradable national frame,Tech,Spanish,21.8,Beginner
158,1847,69,108,The course structure and delivery exceeded my expectations.,11/7/2024,4,1.53,Positive,Europe,Mobile,1,7.0,Garrett Thompson,Cote d'Ivoire,12,1,10.75,Customizable asymmetric migration,Health,Spanish,17.9,Advanced
159,2860,52,75,"Content was decent, but the delivery could have been better.",6/21/2024,3,47.05,Neutral,Europe,Mobile,18,4.0,Jerry Munoz,Iran,20,3,28.27,Optional bottom-line pricing structure,Language,English,19.1,Beginner
160,15,59,10,I appreciated the timely feedback and engaging content.,9/19/2024,4,35.73,Positive,South America,Mobile,14,9.0,Donald Levine,Montenegro,10,1,21.48,Monitored exuding synergy,Data Science,Spanish,9.3,Advanced
161,2645,48,147,I appreciated the timely feedback and engaging content.,9/24/2024,5,12.07,Positive,Europe,Desktop,5,7.0,Kenneth Hernandez,Congo,13,4,32.77,Diverse demand-driven matrix,Creative,French,28.8,Beginner
162,1011,12,45,Great teaching style – the explanations were easy to follow.,8/29/2024,5,45.06,Positive,Africa,Mobile,12,8.0,Timothy Allen,Heard Island and McDonald Islands,2,3,4.66,Cloned secondary flexibility,Health,Spanish,26.9,Beginner
163,1296,15,23,The instructor was very clear and made the course enjoyable.,12/30/2024,5,53.52,Positive,South America,Mobile,6,8.0,Sarah Oconnell,Micronesia,7,1,5.94,Object-based composite help-desk,Data Science,Spanish,37.8,Beginner
164,1423,35,33,The instructor was hard to follow and rarely responded to questions.,6/28/2024,2,71.76,Negative,Asia,Mobile,15,4.0,Roger Bailey,Svalbard & Jan Mayen Islands,11,2,7.57,Secured dedicated benchmark,Business,English,11.6,Beginner
165,2683,22,97,The feedback was delayed and often unhelpful.,10/16/2024,2,26.09,Negative,Europe,Desktop,7,7.0,Eric Bowman,Georgia,18,4,27.29,Multi-layered intangible structure,Business,French,32.4,Intermediate
166,1109,66,72,The course structure and delivery exceeded my expectations.,5/4/2025,4,29.52,Positive,South America,Mobile,5,5.0,Amy Ball,Saint Pierre and Miquelon,12,5,17.61,Organic heuristic complexity,Creative,Spanish,19.5,Intermediate
167,1252,50,84,"The instructor was fine, but the pace felt a bit off.",4/20/2025,3,2.71,Neutral,Asia,Mobile,8,3.0,Elizabeth Moss,Estonia,18,4,8.09,Synergistic even-keeled open architecture,Data Science,French,23.6,Beginner
168,1284,9,146,"Content was decent, but the delivery could have been better.",7/29/2024,3,17.48,Neutral,South America,Mobile,2,8.0,Ryan Butler,Korea,3,1,42.42,Virtual full-range throughput,Language,Spanish,19.6,Advanced
169,1378,36,129,The instructor was hard to follow and rarely responded to questions.,7/24/2024,2,46.0,Negative,North America,Mobile,17,6.0,Timothy Holt,Denmark,4,2,12.34,Virtual fresh-thinking functionalities,Creative,Spanish,27.1,Beginner
170,2195,47,17,Not engaging at all. I struggled to stay focused throughout.,8/2/2024,1,26.59,Negative,North America,Mobile,9,6.0,Cristina Cole,Barbados,4,4,12.95,Seamless system-worthy framework,Data Science,Spanish,31.0,Advanced
171,1087,58,96,The feedback was delayed and often unhelpful.,11/15/2024,1,49.75,Negative,North America,Desktop,18,4.0,Deborah Gordon,Wallis and Futuna,8,3,21.83,User-friendly didactic time-frame,Creative,German,27.7,Advanced
172,1520,28,66,Too fast-paced and lacked clear explanations.,5/19/2024,2,25.21,Negative,North America,Mobile,14,5.0,Marc Henson,Djibouti,1,5,35.58,Inverse multi-tasking initiative,Data Science,German,2.6,Intermediate
173,618,65,144,Too fast-paced and lacked clear explanations.,6/18/2024,1,47.45,Negative,Asia,Desktop,3,6.0,Edgar Richards,Singapore,15,3,20.52,Monitored local workforce,Creative,German,22.7,Intermediate
174,1726,1,44,Excellent pacing and real-world examples. Highly recommend!,5/11/2025,5,35.08,Positive,Africa,Mobile,14,5.0,Jennifer Clements,Turks and Caicos Islands,4,2,37.08,Virtual secondary contingency,Data Science,English,24.1,Intermediate
175,2298,4,83,Great teaching style – the explanations were easy to follow.,1/2/2025,4,43.18,Positive,Asia,Desktop,6,5.0,Kristen Caldwell,Mauritius,8,4,26.4,Business-focused systematic core,Creative,German,13.1,Beginner
176,1842,26,54,"The course was okay, but I expected more practical examples.",3/10/2025,3,12.58,Neutral,Asia,Desktop,18,8.0,Micheal Garza,Antigua and Barbuda,19,2,11.74,Grass-roots discrete application,Tech,English,35.3,Beginner
177,2129,71,117,The instructor was very clear and made the course enjoyable.,4/8/2025,4,62.38,Positive,Africa,Mobile,2,5.0,John Guerra,Mexico,9,5,21.41,Total optimizing task-force,Business,English,36.9,Beginner
178,213,58,111,Too fast-paced and lacked clear explanations.,2/10/2025,2,71.42,Negative,South America,Mobile,6,6.0,Deborah Gordon,Wallis and Futuna,8,3,21.83,Advanced regional knowledgebase,Tech,Spanish,18.9,Advanced
179,2123,55,109,"Decent course, though it lacked in-depth discussion.",2/7/2025,3,18.3,Neutral,South America,Mobile,8,6.0,Randall Ballard,Sweden,7,1,39.14,Visionary cohesive complexity,Language,French,15.1,Beginner
180,314,71,149,The course structure and delivery exceeded my expectations.,1/17/2025,5,26.15,Positive,South America,Desktop,2,6.0,John Guerra,Mexico,9,5,21.41,Secured dynamic monitoring,Language,Spanish,1.7,Beginner
181,2536,14,114,Not engaging at all. I struggled to stay focused throughout.,12/23/2024,2,6.71,Negative,South America,Desktop,10,5.0,Joshua Hogan,United Kingdom,3,3,45.56,Fully-configurable real-time superstructure,Creative,English,21.3,Advanced
182,1640,72,138,Not engaging at all. I struggled to stay focused throughout.,12/2/2024,2,46.15,Negative,Africa,Mobile,3,2.0,Jamie Kane,Pakistan,3,5,14.81,Self-enabling incremental secured line,Tech,French,35.3,Beginner
183,2899,46,89,The instructor was hard to follow and rarely responded to questions.,8/6/2024,1,48.53,Negative,North America,Desktop,17,4.0,Chad Barron,Belgium,18,1,5.26,Stand-alone motivating encoding,Health,Spanish,37.7,Beginner
184,120,75,63,"The instructor was fine, but the pace felt a bit off.",10/26/2024,3,29.69,Neutral,North America,Mobile,13,7.0,Victoria Lynn,Georgia,18,3,22.38,Synergistic uniform Local Area Network,Tech,French,9.7,Beginner
185,967,7,130,Excellent pacing and real-world examples. Highly recommend!,4/6/2025,5,67.81,Positive,Africa,Desktop,1,8.0,Sherry Smith,Liechtenstein,4,2,2.9,Enhanced web-enabled frame,Business,Spanish,14.1,Beginner
186,2224,1,136,The feedback was delayed and often unhelpful.,12/29/2024,1,13.25,Negative,Africa,Desktop,19,5.0,Jennifer Clements,Turks and Caicos Islands,4,2,37.08,Total dynamic firmware,Creative,Spanish,11.9,Beginner
187,526,64,72,The instructor was very clear and made the course enjoyable.,5/13/2025,4,2.0,Positive,Europe,Desktop,10,6.0,Mary Hays,Northern Mariana Islands,9,1,6.53,Organic heuristic complexity,Creative,Spanish,19.5,Intermediate
188,500,12,94,The course structure and delivery exceeded my expectations.,3/9/2025,4,66.51,Positive,Africa,Mobile,5,9.0,Timothy Allen,Heard Island and McDonald Islands,2,3,4.66,Managed zero administration database,Business,French,28.2,Advanced
189,965,16,17,Not engaging at all. I struggled to stay focused throughout.,6/16/2024,1,53.08,Negative,Europe,Desktop,11,4.0,Kelly Wright,Chad,8,2,24.36,Seamless system-worthy framework,Data Science,Spanish,31.0,Advanced
190,1096,70,95,"Decent course, though it lacked in-depth discussion.",8/12/2024,3,33.4,Neutral,Africa,Mobile,10,5.0,Janice Perez,Cambodia,7,3,22.64,Face-to-face client-driven definition,Health,Spanish,12.8,Beginner
191,2650,25,58,I appreciated the timely feedback and engaging content.,1/4/2025,5,8.19,Positive,Africa,Mobile,18,9.0,Christopher Lopez,Estonia,15,2,21.46,Upgradable intermediate approach,Tech,French,33.6,Advanced
192,1025,3,27,"The instructor was fine, but the pace felt a bit off.",8/1/2024,3,35.87,Neutral,Africa,Desktop,19,8.0,Melissa Evans,Malta,9,4,37.82,Profit-focused even-keeled access,Language,Spanish,33.6,Beginner
193,2387,51,71,The instructor was very clear and made the course enjoyable.,7/3/2024,5,19.77,Positive,North America,Mobile,1,5.0,Rebecca Smith,Kenya,10,5,45.03,Public-key mission-critical data-warehouse,Creative,English,10.3,Beginner
194,1359,14,7,Too fast-paced and lacked clear explanations.,10/20/2024,1,22.27,Negative,North America,Mobile,7,2.0,Joshua Hogan,United Kingdom,3,3,45.56,Cross-platform 6thgeneration toolset,Tech,French,6.9,Intermediate
195,2352,57,27,The instructor was very clear and made the course enjoyable.,10/25/2024,4,48.11,Positive,North America,Desktop,11,4.0,Nichole Peterson,Tanzania,2,3,6.46,Profit-focused even-keeled access,Language,Spanish,33.6,Beginner
196,1121,25,26,The feedback was delayed and often unhelpful.,6/21/2024,1,14.48,Negative,Europe,Desktop,12,1.0,Christopher Lopez,Estonia,15,2,21.46,Integrated multi-tasking interface,Health,English,35.8,Intermediate
197,1328,1,145,The instructor was hard to follow and rarely responded to questions.,11/3/2024,2,6.17,Negative,North America,Mobile,1,4.0,Jennifer Clements,Turks and Caicos Islands,4,2,37.08,Monitored mobile utilization,Business,French,10.4,Beginner
198,1683,14,124,I didn’t gain much from this course. It felt rushed and unstructured.,1/7/2025,2,25.2,Negative,Asia,Mobile,12,3.0,Joshua Hogan,United Kingdom,3,3,45.56,Programmable 3rdgeneration analyzer,Creative,Spanish,37.5,Intermediate
199,2723,63,32,I appreciated the timely feedback and engaging content.,7/3/2024,4,34.89,Positive,North America,Mobile,13,4.0,Samuel Johnson,Guernsey,13,4,47.27,Configurable systematic methodology,Creative,Spanish,20.0,Beginner
